Iso3_code;Country;Region;Subregion;Indicator;Dimension;Category;Sex;Age;Year;Unit of measurement;VALUE;Source
JPN;Japan;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;47.19251505;CTS/External/WPB-ICPR/MoI
JPN;Japan;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;45.7060878;CTS/External/WPB-ICPR/MoI
JPN;Japan;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;43.80523551;CTS/External/WPB-ICPR/MoI
JPN;Japan;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;41.75047925;CTS/External/WPB-ICPR/MoI
JPN;Japan;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;39.76189404;CTS/External/WPB-ICPR/MoI
JPN;Japan;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;38.17506374;CTS/External/WPB-ICPR/MoI
JPN;Japan;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;36.78471135;CTS/External/WPB-ICPR/MoI
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;338.9188319;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;331.4457482;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;304.3097754;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;314.7475708;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;339.2756201;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;299.569411;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;270.6321091;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;246.9852494;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;249.7887748;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;239.6652403;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;219.7252837;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;201.0119124;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;192.2474794;CTS/External/WPB-ICPR
KAZ;Kazakhstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;168.4640443;CTS/External/WPB-ICPR
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;154.3414842;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;136.5191553;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;123.3715816;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;117.6525296;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;114.5663011;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;118.2724551;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;100.4026095;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;117.3770133;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;114.6401023;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;113.2558086;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;98.875609;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;101.5926638;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;101.567211;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;100.3709688;External/CTS
KEN;Kenya;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;86.58894243;External/CTS
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;337.7654662;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;330.6611735;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;310.4816623;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;295.1967448;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;277.9115127;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;182.8174438;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;183.00359;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;174.8262011;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;174.427775;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;163.9313128;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;170.276648;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;170.0270664;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;170.8314438;CTS/External
KGZ;Kyrgyzstan;Asia;Central Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;177.0773434;CTS/External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;51.87320987;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;61.47654455;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;76.70445376;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;75.56312511;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;84.18423296;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;98.11905293;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;104.1713604;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;99.39437649;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;139.4684482;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;193.6860521;External
KHM;Cambodia;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;190.8208688;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;89.50474044;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;80.15684745;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;89.03870003;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;91.16242451;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;85.05467801;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;87.4380647;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;99.66246392;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;109.7022498;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;131.6180912;External
KIR;Kiribati;Oceania;Micronesia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;114.6371158;External
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;426.2388249;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;500.7077515;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;485.6706232;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;562.4974055;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;522.6444989;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;575.3810369;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;699.8098782;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;733.7463162;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;655.6986171;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;657.7910824;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;426.1171047;External/CTS
KNA;Saint Kitts and Nevis;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;422.7842263;External/CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;118.8042469;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;112.996741;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;97.14571152;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;93.3931683;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;93.09100455;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;97.52664253;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;97.73149372;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;92.19984209;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;90.46290441;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;93.30284418;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;96.97745906;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;102.2784899;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;107.5633206;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;113.1249543;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;108.0271631;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;105.8573391;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;105.6098799;CTS
KOR;Republic of Korea;Asia;Eastern Asia;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;105.2406082;CTS
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;171.1674452;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;154.1717103;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;143.3867852;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;139.6778752;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;129.4169859;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;82.23726187;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;86.69880483;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;104.2864875;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;136.4717799;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;147.9252741;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;110.385627;External/WPB-ICPR
KWT;Kuwait;Asia;Western Asia;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;105.0610673;External/WPB-ICPR
LAO;Lao People's Democratic Republic;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;94.52445064;WPB-ICPR/External
LAO;Lao People's Democratic Republic;Asia;South-eastern Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;121.6556201;WPB-ICPR/External
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;145.429587;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;131.0900808;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;147.2941484;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;128.1787317;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;123.1292792;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;98.34734073;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;101.8278314;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;102.1589868;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;99.36520837;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;91.37499503;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;91.2055709;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;101.6603296;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;96.82089176;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;92.59368203;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;94.70078847;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;96.01411667;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;100.3689042;WPB-ICPR/External/CTS
LBN;Lebanon;Asia;Western Asia;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;79.33552142;WPB-ICPR/External/CTS
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;31.75773139;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;29.5212673;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;37.8250188;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;39.85118904;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;43.00506292;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;44.27105077;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;47.04589143;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;47.02030358;External
LBR;Liberia;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;50.34264541;External
LBY;Libya;Africa;Northern Africa;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;170.9758548;External
LBY;Libya;Africa;Northern Africa;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;221.2129439;External
LBY;Libya;Africa;Northern Africa;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;213.6610437;External
LBY;Libya;Africa;Northern Africa;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;50.68606758;External
LBY;Libya;Africa;Northern Africa;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;84.299129;External
LBY;Libya;Africa;Northern Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;97.24869653;External
LBY;Libya;Africa;Northern Africa;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;95.29956132;External
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;286.5508005;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;307.8184667;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;304.6861674;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;302.1390989;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;321.5324872;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;355.5665229;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;310.5072544;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;269.6803073;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;275.4412007;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;281.1893104;External/CTS
LCA;Saint Lucia;Americas;Latin America and the Caribbean;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;277.1893328;External/CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;374.4455326;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;280.200143;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;73.8279808;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;219.9103442;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;417.098228;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;211.1345705;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;195.5976749;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;163.8672675;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;184.0822956;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;142.4003869;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;141.4653677;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;191.2096667;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;193.0961513;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;166.1480036;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2019;Rate per 100,000 population;113.0983693;CTS
LIE;Liechtenstein;Europe;Western Europe;Persons held;Total;Total;Total;Total;2020;Rate per 100,000 population;167.8160317;CTS
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2003;Rate per 100,000 population;143.9916155;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;106.5705728;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;113.1440961;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;116.0998513;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;132.7937787;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;143.024534;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;134.9218039;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;128.4440654;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2011;Rate per 100,000 population;113.7976055;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;113.0641084;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2013;Rate per 100,000 population;130.6680092;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;95.11984311;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2015;Rate per 100,000 population;91.19465331;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;83.14472591;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2017;Rate per 100,000 population;97.4913513;Computed/External/CTS/WPB-ICPR
LKA;Sri Lanka;Asia;Southern Asia;Persons held;Total;Total;Total;Total;2018;Rate per 100,000 population;96.02068138;Computed/External/CTS/WPB-ICPR
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2004;Rate per 100,000 population;158.1791797;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2005;Rate per 100,000 population;135.8639157;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2006;Rate per 100,000 population;126.0343941;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2007;Rate per 100,000 population;143.5383099;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2008;Rate per 100,000 population;130.5400251;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2009;Rate per 100,000 population;128.3832504;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2010;Rate per 100,000 population;125.176954;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2012;Rate per 100,000 population;127.2464154;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2014;Rate per 100,000 population;101.4461831;External/CTS
LSO;Lesotho;Africa;Sub-Saharan Africa;Persons held;Total;Total;Total;Total;2016;Rate per 100,000 population;99.9016405;External/CTS
